PassengerId,Survived,Sex,Age,Fare,Embarked,last_name,title,ticket_type,class_cabin,family_size
447,1,0,13.0,19.5,2,395,1,9,72,1.0
448,1,1,34.0,26.55,2,548,2,9,71,0.0
449,1,0,5.0,19.2583,0,32,1,9,73,3.0
450,1,1,52.0,30.5,2,492,2,9,21,0.0
451,0,1,36.0,27.75,2,644,2,3,72,3.0
452,0,1,28.0,19.9667,2,233,2,9,73,1.0
453,0,1,30.0,27.75,0,192,2,9,21,0.0
454,1,1,49.0,89.1042,0,220,2,9,21,1.0
455,0,1,28.0,8.05,2,478,2,0,83,0.0
456,1,1,29.0,7.8958,0,285,2,9,83,0.0
457,0,1,65.0,26.55,2,400,2,9,41,0.0
458,1,0,28.0,51.8625,2,312,3,9,31,1.0
459,1,0,50.0,10.5,2,610,1,6,82,0.0
460,0,1,28.0,7.75,1,450,2,9,83,0.0
461,1,1,48.0,26.55,2,15,2,9,41,0.0
462,0,1,34.0,8.05,2,415,2,9,83,0.0
463,0,1,47.0,38.5,2,210,2,9,41,0.0
464,0,1,48.0,13.0,2,401,2,9,82,0.0
465,0,1,28.0,8.05,2,370,2,1,83,0.0
466,0,1,38.0,7.05,2,223,2,24,83,0.0
467,0,1,28.0,0.0,2,91,2,9,82,0.0
468,0,1,56.0,26.55,2,573,2,9,71,0.0
469,0,1,28.0,7.725,1,544,2,9,83,0.0
470,1,0,0.75,19.2583,0,32,1,9,73,3.0
471,0,1,28.0,7.25,2,309,2,9,83,0.0
472,0,1,38.0,8.6625,2,85,2,9,83,0.0
473,1,0,33.0,27.75,2,644,3,3,72,3.0
474,1,0,23.0,13.7917,0,292,3,16,32,0.0
475,0,0,22.0,9.8375,2,590,1,9,83,0.0
476,0,1,28.0,52.0,2,115,2,9,51,0.0
477,0,1,34.0,21.0,2,506,2,9,72,1.0
478,0,1,29.0,7.0458,2,73,2,9,83,1.0
479,0,1,22.0,7.5208,2,305,2,9,83,0.0
480,1,0,2.0,12.2875,2,263,1,9,83,1.0
481,0,1,9.0,46.9,2,224,0,3,43,7.0
482,0,1,28.0,0.0,2,199,2,9,82,0.0
483,0,1,50.0,8.05,2,528,2,0,83,0.0
484,1,0,63.0,9.5875,2,620,3,9,83,0.0
485,1,1,25.0,91.0792,0,60,2,9,11,1.0
486,0,0,28.0,25.4667,2,335,1,9,73,4.0
487,1,0,35.0,90.0,2,275,3,9,21,1.0
488,0,1,58.0,29.7,0,311,2,9,11,0.0
489,0,1,30.0,8.05,2,578,2,0,83,0.0
490,1,1,9.0,15.9,2,130,0,3,83,2.0
491,0,1,28.0,19.9667,2,233,2,9,73,1.0
492,0,1,21.0,7.25,2,655,2,24,83,0.0
493,0,1,55.0,30.5,2,409,2,9,21,0.0
494,0,1,71.0,49.5042,0,23,2,10,41,0.0
495,0,1,21.0,8.05,2,584,2,0,83,0.0
496,0,1,28.0,14.4583,0,663,2,9,83,0.0
497,1,0,54.0,78.2667,0,182,1,9,31,1.0
498,0,1,28.0,15.1,2,551,2,3,83,0.0
499,0,0,25.0,151.55,2,12,3,9,21,3.0
500,0,1,24.0,7.7958,2,597,2,9,83,0.0
501,0,1,17.0,8.6625,2,89,2,9,83,0.0
502,0,0,21.0,7.75,1,92,1,9,83,0.0
503,0,0,28.0,7.6292,1,454,1,9,83,0.0
504,0,0,37.0,9.5875,2,326,1,9,83,0.0
505,1,0,16.0,86.5,2,369,1,9,11,0.0
506,0,1,18.0,108.9,0,480,2,10,21,1.0
507,1,0,33.0,26.0,2,500,3,9,72,2.0
508,1,1,28.0,26.55,2,72,2,9,71,0.0
509,0,1,28.0,22.525,2,457,2,2,73,0.0
510,1,1,26.0,56.4958,2,330,2,9,33,0.0
511,1,1,29.0,7.75,1,141,2,9,83,0.0
512,0,1,28.0,8.05,2,640,2,24,83,0.0
513,1,1,36.0,26.2875,2,387,2,10,41,0.0
514,1,0,54.0,59.4,0,527,3,10,31,1.0
515,0,1,24.0,7.4958,2,118,2,9,83,0.0
516,0,1,47.0,34.0208,2,635,2,9,31,0.0
517,1,0,34.0,10.5,2,340,3,3,72,0.0
518,0,1,28.0,24.15,1,531,2,9,73,0.0
519,1,0,36.0,26.0,2,20,3,9,72,1.0
520,0,1,32.0,7.8958,2,476,2,9,83,0.0
521,1,0,30.0,93.5,2,484,1,9,11,0.0
522,0,1,22.0,7.8958,2,633,2,9,83,0.0
523,0,1,28.0,7.225,0,324,2,9,83,0.0
524,1,0,44.0,57.9792,0,262,3,9,11,1.0
525,0,1,28.0,7.2292,0,307,2,9,83,0.0
526,0,1,40.5,7.75,1,184,2,9,83,0.0
527,1,0,50.0,10.5,2,512,1,28,82,0.0
528,0,1,28.0,221.7792,2,185,2,10,21,0.0
529,0,1,39.0,7.925,2,539,2,9,83,0.0
530,0,1,23.0,11.5,2,264,2,9,82,3.0
531,1,0,2.0,26.0,2,500,1,9,72,2.0
532,0,1,28.0,7.2292,0,613,2,9,83,0.0
533,0,1,17.0,7.2292,0,177,2,9,83,2.0
534,1,0,28.0,22.3583,0,486,3,9,73,2.0
535,0,0,30.0,8.6625,2,85,1,9,83,0.0
536,1,0,7.0,26.25,2,247,1,6,72,2.0
537,0,1,45.0,26.55,2,82,2,9,11,0.0
538,1,0,30.0,106.425,0,343,1,10,21,0.0
539,0,1,28.0,14.5,2,515,2,9,83,0.0
540,1,0,22.0,49.5,0,197,1,9,11,2.0
541,1,0,36.0,71.0,2,134,1,29,11,2.0
542,0,0,9.0,31.275,2,16,1,9,53,6.0
543,0,0,11.0,31.275,2,16,1,9,53,6.0
544,1,1,32.0,26.0,2,47,2,9,72,1.0
545,0,1,50.0,106.425,0,165,2,10,21,1.0
546,0,1,64.0,26.0,2,437,2,9,71,0.0
547,1,0,19.0,26.0,2,47,3,9,72,1.0
548,1,1,28.0,13.8625,0,465,2,18,82,0.0
549,0,1,33.0,20.525,2,222,2,9,73,2.0
550,1,1,8.0,36.75,2,147,0,3,52,2.0
551,1,1,17.0,110.8833,0,601,2,9,21,2.0
552,0,1,27.0,26.0,2,549,2,9,72,0.0
553,0,1,28.0,7.8292,1,448,2,9,83,0.0
554,1,1,22.0,7.225,0,334,2,9,83,0.0
555,1,0,22.0,7.775,2,456,1,9,83,0.0
556,0,1,62.0,26.55,2,658,2,9,71,0.0
557,1,0,48.0,39.6,0,171,3,9,51,1.0
558,0,1,28.0,227.525,0,516,2,10,11,0.0
559,1,0,39.0,79.65,2,599,3,9,41,2.0
560,1,0,36.0,17.4,2,150,3,9,73,1.0
561,0,1,28.0,7.75,1,416,2,9,83,0.0
562,0,1,40.0,7.8958,2,563,2,9,83,0.0
563,0,1,28.0,13.5,2,442,2,9,82,0.0
564,0,1,28.0,8.05,2,558,2,24,83,0.0
565,0,0,28.0,8.05,2,393,1,24,83,0.0
566,0,1,24.0,24.15,2,147,2,0,73,2.0
567,0,1,19.0,7.8958,2,589,2,9,83,0.0
568,0,0,29.0,21.075,2,467,3,9,73,4.0
569,0,1,28.0,7.2292,0,161,2,9,83,0.0
570,1,1,32.0,7.8542,2,299,2,9,83,0.0
571,1,1,62.0,10.5,2,245,2,27,82,0.0
572,1,0,53.0,51.4792,2,21,3,9,21,2.0
573,1,1,36.0,26.3875,2,189,2,10,41,0.0
574,1,0,28.0,7.75,1,310,1,9,83,0.0
575,0,1,16.0,8.05,2,530,2,0,83,0.0
576,0,1,19.0,14.5,2,474,2,9,83,0.0
577,1,0,34.0,13.0,2,207,1,9,82,0.0
578,1,0,39.0,55.9,2,557,3,9,41,1.0
579,0,0,28.0,14.4583,0,94,3,9,83,1.0
580,1,1,32.0,7.925,2,300,2,26,83,0.0
581,1,0,25.0,30.0,2,111,1,9,72,2.0
582,1,0,39.0,110.8833,0,601,3,9,21,2.0
583,0,1,54.0,26.0,2,167,2,9,72,0.0
584,0,1,36.0,40.125,0,525,2,9,51,0.0
585,0,1,28.0,8.7125,0,475,2,9,83,0.0
586,1,0,18.0,79.65,2,599,1,9,41,2.0
587,0,1,47.0,15.0,2,288,2,9,82,0.0
588,1,1,60.0,79.2,0,198,2,9,11,2.0
589,0,1,22.0,8.05,2,214,2,9,83,0.0
590,0,1,28.0,8.05,2,423,2,0,83,0.0
591,0,1,35.0,7.125,2,514,2,26,83,0.0
592,1,0,52.0,78.2667,0,586,3,9,31,1.0
593,0,1,47.0,7.25,2,178,2,0,83,0.0
594,0,0,28.0,7.75,1,68,1,9,83,2.0
595,0,1,37.0,26.0,2,105,2,15,72,1.0
596,0,1,36.0,24.15,2,625,2,9,73,2.0
597,1,0,28.0,33.0,2,338,1,9,52,0.0
598,0,1,49.0,0.0,2,296,2,8,83,0.0
599,0,1,28.0,7.225,0,67,2,9,83,0.0
600,1,1,49.0,56.9292,0,171,2,10,51,1.0
601,1,0,24.0,27.0,2,284,3,9,72,3.0
602,0,1,28.0,7.8958,2,568,2,9,83,0.0
603,0,1,28.0,42.4,2,244,2,9,51,0.0
604,0,1,44.0,8.05,2,611,2,9,83,0.0
605,1,1,35.0,26.55,0,270,2,9,71,0.0
606,0,1,36.0,15.55,2,352,2,9,83,1.0
607,0,1,30.0,7.8958,2,304,2,9,83,0.0
608,1,1,27.0,30.5,2,143,2,9,71,0.0
609,1,0,22.0,41.5792,0,331,3,19,52,3.0
610,1,0,40.0,153.4625,2,554,1,10,21,0.0
611,0,0,39.0,31.275,2,16,3,9,53,6.0
612,0,1,28.0,7.05,2,287,2,24,83,0.0
613,1,0,28.0,15.5,1,424,1,9,83,1.0
614,0,1,28.0,7.75,1,273,2,9,83,0.0
615,0,1,35.0,8.05,2,75,2,9,83,0.0
616,1,0,24.0,65.0,2,259,1,9,32,3.0
617,0,1,34.0,14.4,2,142,2,9,83,2.0
618,0,0,26.0,16.1,2,356,3,0,83,1.0
619,1,0,4.0,39.0,2,49,1,9,72,3.0
620,0,1,26.0,10.5,2,209,2,9,82,0.0
621,0,1,27.0,14.4542,0,659,2,9,83,1.0
622,1,1,42.0,52.5542,2,315,2,9,31,1.0
623,1,1,20.0,15.7417,0,428,2,9,83,2.0
624,0,1,21.0,7.8542,2,239,2,9,83,0.0
625,0,1,21.0,16.1,2,69,2,9,83,0.0
626,0,1,61.0,32.3208,2,596,2,9,31,0.0
627,0,1,57.0,12.35,1,318,2,9,82,0.0
628,1,0,21.0,77.9583,2,358,1,9,31,0.0
629,0,1,26.0,7.8958,2,66,2,9,83,0.0
630,0,1,28.0,7.7333,1,449,2,9,83,0.0
631,1,1,80.0,30.0,2,41,2,9,51,0.0
632,0,1,51.0,7.0542,2,362,2,9,83,0.0
633,1,1,32.0,30.5,0,581,2,9,11,0.0
634,0,1,28.0,0.0,2,470,2,9,81,0.0
635,0,0,9.0,27.9,2,567,1,9,73,5.0
636,1,0,28.0,13.0,2,148,1,9,82,0.0
637,0,1,32.0,7.925,2,337,2,26,83,0.0
638,0,1,31.0,26.25,2,122,2,3,72,2.0
639,0,0,41.0,39.6875,2,468,3,9,53,5.0
640,0,1,28.0,16.1,2,605,2,9,83,1.0
641,0,1,20.0,7.8542,2,290,2,9,83,0.0
642,1,0,24.0,69.3,0,537,3,10,11,0.0
643,0,0,2.0,27.9,2,567,1,9,73,5.0
644,1,1,28.0,56.4958,2,190,2,9,33,0.0
645,1,0,0.75,19.2583,0,32,1,9,73,3.0
646,1,1,48.0,76.7292,0,243,2,10,31,1.0
647,0,1,19.0,7.8958,2,128,2,9,83,0.0
648,1,1,56.0,35.5,0,559,2,9,51,0.0
649,0,1,28.0,7.55,2,652,2,22,83,0.0
650,1,0,23.0,7.55,2,584,1,3,83,0.0
651,0,1,28.0,7.8958,2,406,2,9,83,0.0
652,1,0,18.0,23.0,2,162,1,9,72,1.0
653,0,1,21.0,8.4333,2,302,2,9,83,0.0
654,1,0,28.0,7.8292,1,453,1,9,83,0.0
655,0,0,18.0,6.75,1,254,1,9,83,0.0
656,0,1,24.0,73.5,2,261,2,20,32,2.0
657,0,1,28.0,7.8958,2,501,2,9,83,0.0
658,0,0,32.0,15.5,1,68,3,9,83,2.0
659,0,1,23.0,13.0,2,174,2,9,82,0.0
660,0,1,58.0,113.275,0,434,2,9,31,2.0
661,1,1,50.0,133.65,2,196,2,10,11,2.0
662,0,1,40.0,7.225,0,33,2,9,83,0.0
663,0,1,47.0,25.5875,2,121,2,9,41,0.0
664,0,1,36.0,7.4958,2,118,2,9,83,0.0
665,1,1,20.0,7.925,2,353,2,26,83,1.0
666,0,1,32.0,73.5,2,261,2,20,32,2.0
667,0,1,25.0,13.0,2,81,2,9,82,0.0
668,0,1,28.0,7.775,2,522,2,9,83,0.0
669,0,1,43.0,8.05,2,127,2,0,83,0.0
670,1,0,28.0,52.0,2,600,3,9,21,1.0
671,1,0,40.0,39.0,2,76,3,9,52,2.0
672,0,1,31.0,52.0,2,146,2,5,11,1.0
673,0,1,70.0,10.5,2,405,2,3,82,0.0
674,1,1,31.0,13.0,2,651,2,9,82,0.0
675,0,1,28.0,0.0,2,638,2,9,82,0.0
676,0,1,18.0,7.775,2,173,2,9,83,0.0
677,0,1,24.5,8.05,2,543,2,9,83,0.0
678,1,0,18.0,9.8417,2,619,1,9,83,0.0
679,0,0,43.0,46.9,2,224,3,3,43,7.0
680,1,1,36.0,512.3292,0,96,2,10,11,1.0
681,0,0,28.0,8.1375,1,487,1,9,83,0.0
682,1,1,27.0,76.7292,0,248,2,10,31,0.0
683,0,1,20.0,9.225,2,459,2,9,83,0.0
684,0,1,14.0,46.9,2,224,2,3,43,7.0
685,0,1,60.0,39.0,2,76,2,9,52,2.0
686,0,1,25.0,41.5792,0,331,2,19,52,3.0
687,0,1,14.0,39.6875,2,468,2,9,53,5.0
688,0,1,19.0,10.1708,2,140,2,9,83,0.0
689,0,1,18.0,7.7958,2,187,2,9,83,0.0
690,1,0,15.0,211.3375,2,366,1,9,11,1.0
691,1,1,31.0,57.0,2,158,2,9,11,1.0
692,1,0,4.0,13.4167,0,306,1,9,83,1.0
693,1,1,28.0,56.4958,2,328,2,9,33,0.0
694,0,1,25.0,7.225,0,533,2,9,83,0.0
695,0,1,60.0,26.55,2,641,2,9,71,0.0
696,0,1,52.0,13.5,2,105,2,9,82,0.0
697,0,1,44.0,8.05,2,310,2,9,83,0.0
698,1,0,28.0,7.7333,1,422,1,9,83,0.0
699,0,1,49.0,110.8833,0,601,2,9,21,2.0
700,0,1,42.0,7.65,2,276,2,9,83,0.0
701,1,0,18.0,227.525,0,26,3,10,21,1.0
702,1,1,35.0,26.2875,2,556,2,10,41,0.0
703,0,0,18.0,14.4542,0,39,1,9,83,1.0
704,0,1,25.0,7.7417,1,205,2,9,83,0.0
705,0,1,26.0,7.8542,2,239,2,9,83,1.0
706,0,1,39.0,26.0,2,415,2,9,72,0.0
707,1,0,45.0,13.5,2,310,3,9,82,0.0
708,1,1,42.0,26.2875,2,87,2,10,41,0.0
709,1,0,22.0,151.55,2,114,1,9,11,0.0
710,1,1,28.0,15.2458,0,418,0,9,83,2.0
711,1,0,24.0,49.5042,0,381,3,10,21,0.0
712,0,1,28.0,26.55,2,319,2,9,21,0.0
713,1,1,48.0,52.0,2,600,2,9,21,1.0
714,0,1,29.0,9.4833,2,332,2,9,83,0.0
715,0,1,52.0,13.0,2,227,2,9,82,0.0
716,0,1,19.0,7.65,2,577,2,9,83,0.0
717,1,0,38.0,227.525,0,181,1,10,21,0.0
718,1,0,27.0,10.5,2,617,1,9,42,0.0
719,0,1,28.0,15.5,1,386,2,9,83,0.0
720,0,1,33.0,7.775,2,296,2,9,83,0.0
721,1,0,6.0,33.0,2,243,1,9,52,1.0
722,0,1,17.0,7.0542,2,290,2,9,83,1.0
723,0,1,34.0,13.0,2,216,2,9,82,0.0
724,0,1,50.0,13.0,2,265,2,9,82,0.0
725,1,1,27.0,53.1,2,104,2,9,41,1.0
726,0,1,20.0,8.6625,2,460,2,9,83,0.0
727,1,0,30.0,21.0,2,506,3,9,72,3.0
728,1,0,28.0,7.7375,1,374,1,9,83,0.0
729,0,1,25.0,26.0,2,77,2,9,72,1.0
730,0,0,25.0,7.925,2,281,1,26,83,1.0
731,1,0,29.0,211.3375,2,11,1,9,11,0.0
732,0,1,11.0,18.7875,0,249,2,9,73,0.0
733,0,1,28.0,0.0,2,321,2,9,82,0.0
734,0,1,23.0,13.0,2,55,2,9,82,0.0
735,0,1,23.0,13.0,2,615,2,9,82,0.0
736,0,1,28.5,16.1,2,653,2,9,83,0.0
737,0,0,48.0,34.375,2,191,3,28,53,4.0
738,1,1,35.0,512.3292,0,345,2,10,11,0.0
739,0,1,28.0,7.8958,2,283,2,9,83,0.0
740,0,1,28.0,7.8958,2,429,2,9,83,0.0
741,1,1,28.0,30.0,2,250,2,9,31,0.0
742,0,1,36.0,78.85,2,101,2,9,21,1.0
743,1,0,21.0,262.375,0,532,1,10,11,4.0
744,0,1,24.0,16.1,2,392,2,9,83,1.0
745,1,1,31.0,7.925,2,591,2,26,83,0.0
746,0,1,70.0,71.0,2,134,2,29,11,2.0
747,0,1,16.0,20.25,2,1,2,3,73,2.0
748,1,0,30.0,13.0,2,560,1,9,82,0.0
749,0,1,19.0,53.1,2,378,2,9,31,1.0
750,0,1,31.0,7.75,1,124,2,9,83,0.0
751,1,0,4.0,23.0,2,643,1,9,72,2.0
752,1,1,6.0,12.475,2,411,0,9,43,1.0
753,0,1,33.0,9.5,2,627,2,9,83,0.0
754,0,1,23.0,7.8958,2,298,2,9,83,0.0
755,1,0,48.0,65.0,2,259,3,9,32,3.0
756,1,1,0.67,14.5,2,236,0,9,82,2.0
757,0,1,28.0,7.7958,2,97,2,9,83,0.0
758,0,1,18.0,11.5,2,34,2,9,82,0.0
759,0,1,34.0,8.05,2,602,2,9,83,0.0
760,1,0,33.0,86.5,2,526,3,9,11,0.0
761,0,1,28.0,14.5,2,206,2,9,83,0.0
762,0,1,41.0,7.125,2,440,2,23,83,0.0
763,1,1,20.0,7.2292,0,38,2,9,83,0.0
764,1,0,36.0,120.0,2,100,3,9,11,3.0
765,0,1,16.0,7.775,2,175,2,9,83,0.0
766,1,0,51.0,77.9583,2,266,3,9,31,1.0
767,0,1,28.0,39.6,0,74,2,9,51,0.0
768,0,0,30.5,7.75,1,373,1,9,83,0.0
769,0,1,28.0,24.15,1,413,2,9,73,1.0
770,0,1,32.0,8.3625,2,229,2,9,83,0.0
771,0,1,24.0,9.5,2,349,2,9,83,0.0
772,0,1,48.0,7.8542,2,290,2,9,83,0.0
773,0,0,57.0,10.5,2,364,3,22,42,0.0
774,0,1,28.0,7.225,0,177,2,9,83,0.0
775,1,0,54.0,23.0,2,264,3,9,72,4.0
776,0,1,18.0,7.75,2,425,2,9,83,0.0
777,0,1,28.0,7.75,1,607,2,9,73,0.0
778,1,0,5.0,12.475,2,179,1,9,83,0.0
779,0,1,28.0,7.7375,1,314,2,9,83,0.0
780,1,0,43.0,211.3375,2,517,3,9,11,1.0
781,1,0,13.0,7.2292,0,30,1,9,83,0.0
782,1,0,17.0,57.0,2,158,3,9,11,1.0
783,0,1,29.0,30.0,2,357,2,9,31,0.0
784,0,1,28.0,23.45,2,297,2,28,73,3.0
785,0,1,25.0,7.05,2,10,2,24,83,0.0
786,0,1,25.0,7.25,2,242,2,9,83,0.0
787,1,0,18.0,7.4958,2,565,1,9,83,0.0
788,0,1,8.0,29.125,1,509,0,9,73,5.0
789,1,1,1.0,20.575,2,153,0,3,73,3.0
790,0,1,46.0,79.2,0,230,2,10,11,0.0
791,0,1,28.0,7.75,1,308,2,9,83,0.0
792,0,1,16.0,26.0,2,208,2,9,72,0.0
793,0,0,28.0,69.55,2,536,1,3,33,10.0
794,0,1,28.0,30.6958,0,275,2,10,71,0.0
795,0,1,25.0,7.8958,2,145,2,9,83,0.0
796,0,1,39.0,13.0,2,464,2,9,82,0.0
797,1,0,49.0,25.9292,2,333,2,9,31,0.0
798,1,0,31.0,8.6833,2,462,3,9,83,0.0
799,0,1,30.0,7.2292,0,278,2,9,83,0.0
800,0,0,30.0,24.15,2,625,3,9,73,2.0
801,0,1,34.0,13.0,2,497,2,9,82,0.0
802,1,0,31.0,26.25,2,122,3,3,72,2.0
803,1,1,11.0,120.0,2,100,0,9,11,3.0
804,1,1,0.42,8.5167,0,603,0,9,83,1.0
805,1,1,27.0,6.975,2,253,2,9,83,0.0
806,0,1,31.0,7.775,2,295,2,9,83,0.0
807,0,1,39.0,0.0,2,19,2,9,51,0.0
808,0,0,18.0,7.775,2,491,1,9,83,0.0
809,0,1,39.0,13.0,2,399,2,9,82,0.0
810,1,0,33.0,53.1,2,104,3,9,41,1.0
811,0,1,26.0,7.8875,2,8,2,9,83,0.0
812,0,1,39.0,24.15,2,344,2,0,73,0.0
813,0,1,35.0,10.5,2,570,2,9,82,0.0
814,0,0,6.0,31.275,2,16,1,9,53,6.0
815,0,1,30.5,8.05,2,609,2,9,83,0.0
816,0,1,28.0,0.0,2,200,2,9,11,0.0
817,0,0,23.0,7.925,2,256,1,26,83,0.0
818,0,1,31.0,37.0042,0,371,2,18,52,2.0
819,0,1,43.0,6.45,2,268,2,2,83,0.0
820,0,1,10.0,27.9,2,567,0,9,73,5.0
821,1,0,52.0,93.5,2,251,3,9,11,2.0
822,1,1,27.0,8.6625,2,361,2,9,83,0.0
823,0,1,38.0,0.0,2,507,2,9,81,0.0
824,1,0,27.0,12.475,2,411,3,9,43,1.0
825,0,1,2.0,39.6875,2,468,0,9,53,5.0
826,0,1,28.0,6.95,1,189,2,9,83,0.0
827,0,1,28.0,56.4958,2,328,2,9,33,0.0
828,1,1,1.0,37.0042,0,371,0,18,52,2.0
829,1,1,28.0,7.75,1,383,2,9,83,0.0
830,1,0,62.0,80.0,2,588,3,9,11,0.0
831,1,0,15.0,14.4542,0,659,3,9,83,1.0
832,1,1,0.83,18.75,2,511,0,9,72,2.0
833,0,1,28.0,7.2292,0,533,2,9,83,0.0
834,0,1,23.0,7.8542,2,29,2,9,83,0.0
835,0,1,18.0,8.3,2,13,2,9,83,0.0
836,1,0,39.0,83.1583,0,123,1,10,41,2.0
837,0,1,21.0,8.6625,2,473,2,9,83,0.0
838,0,1,28.0,8.05,2,562,2,9,83,0.0
839,1,1,32.0,56.4958,2,109,2,9,33,0.0
840,1,1,28.0,29.7,0,375,2,9,21,0.0
841,0,1,20.0,7.925,2,9,2,23,83,0.0
842,0,1,16.0,10.5,2,421,2,22,82,0.0
843,1,0,30.0,31.0,0,547,1,9,51,0.0
844,0,1,34.5,6.4375,0,339,2,9,83,0.0
845,0,1,17.0,8.6625,2,135,2,9,83,0.0
846,0,1,42.0,7.55,2,0,2,3,83,0.0
847,0,1,28.0,69.55,2,536,2,3,33,10.0
848,0,1,35.0,7.8958,0,376,2,9,83,0.0
849,0,1,28.0,33.0,2,243,2,9,52,1.0
850,1,0,28.0,89.1042,0,220,3,9,21,1.0
851,0,1,4.0,31.275,2,16,0,9,53,6.0
852,0,1,74.0,7.775,2,597,2,9,83,0.0
853,0,0,9.0,15.2458,0,67,1,9,83,2.0
854,1,0,16.0,39.4,2,354,1,10,31,1.0
855,0,0,44.0,26.0,2,100,3,9,72,1.0
856,1,0,18.0,9.35,2,6,3,9,83,1.0
857,1,0,45.0,164.8667,2,647,3,9,11,2.0
858,1,1,51.0,26.55,2,141,2,9,41,0.0
859,1,0,24.0,19.2583,0,32,3,9,73,3.0
860,0,1,28.0,7.2292,0,502,2,9,83,0.0
861,0,1,41.0,14.1083,2,239,2,9,83,2.0
862,0,1,21.0,11.5,2,213,2,9,82,1.0
863,1,0,48.0,25.9292,2,598,3,9,31,0.0
864,0,0,28.0,69.55,2,536,1,3,33,10.0
865,0,1,24.0,13.0,2,215,2,9,82,0.0
866,1,0,42.0,13.0,2,84,3,9,82,0.0
867,1,0,27.0,13.8583,0,172,1,18,82,1.0
868,0,1,31.0,50.4958,2,519,2,10,51,0.0
869,0,1,28.0,9.5,2,626,2,9,83,0.0
870,1,1,4.0,11.1333,2,296,0,9,83,2.0
871,0,1,26.0,7.8958,2,35,2,9,83,0.0
872,1,0,47.0,52.5542,2,50,3,9,31,2.0
873,0,1,33.0,5.0,2,97,2,9,11,0.0
874,0,1,47.0,9.0,2,630,2,9,83,0.0
875,1,0,28.0,24.0,0,2,3,12,72,1.0
876,1,0,15.0,7.225,0,427,1,9,83,0.0
877,0,1,20.0,9.8458,2,231,2,9,83,0.0
878,0,1,19.0,7.8958,2,489,2,9,83,0.0
879,0,1,28.0,7.8958,2,327,2,9,83,0.0
880,1,0,56.0,83.1583,0,499,3,9,21,1.0
881,1,0,25.0,26.0,2,552,3,9,72,1.0
882,0,1,33.0,7.8958,2,377,2,9,83,0.0
883,0,0,22.0,10.5167,2,139,1,9,83,0.0
884,0,1,28.0,10.5,2,37,2,4,82,0.0
885,0,1,25.0,7.05,2,595,2,24,83,0.0
886,0,0,39.0,29.125,1,509,3,9,73,5.0
887,0,1,27.0,13.0,2,410,2,9,82,0.0
888,1,0,19.0,30.0,2,225,1,9,11,0.0
889,0,0,28.0,23.45,2,297,1,28,73,3.0
890,1,1,26.0,30.0,0,52,2,9,21,0.0
891,0,1,32.0,7.75,1,163,2,9,83,0.0
